"","redshift","u","g","r","i","z","spec_obj_ID","plate","MJD","class"
"5111",-0.05689,1.97946,0.72706,0.25321,-0.01731,-0.13855,-0.10335,-0.10332,0.05051,"GALAXY"
"5112",-0.79008,0.17928,0.55221,1.06369,1.47984,1.21385,-0.08367,-0.08367,0.08424,"STAR"
"5113",-0.63761,-1.03976,-1.3899,-1.56164,-1.61271,-1.65305,-1.53713,-1.53711,-1.80905,"GALAXY"
"5114",-0.49943,-0.53786,-1.01826,-1.36813,-1.43024,-1.4763,-1.42737,-1.42737,-1.76094,"GALAXY"
"5115",0.14955,1.0436,1.06233,1.21312,0.80301,0.55069,-0.23305,-0.23305,-0.02469,"GALAXY"
"5116",-0.34924,1.62056,0.25784,-0.12123,-0.1665,-0.25609,-1.51203,-1.51204,-1.89476,"GALAXY"
"5117",-0.15171,-0.51015,-0.09892,-0.2159,-0.19762,-0.27407,-0.88578,-0.88576,-0.56326,"GALAXY"
"5118",-0.78912,-0.54785,-0.48684,-0.29489,-0.11113,0.00319,0.87829,0.87829,1.39251,"STAR"
"5119",-0.78924,0.4476,0.4404,0.41157,0.28448,0.23683,-0.02537,-0.02541,0.11852,"STAR"
"5120",-0.44583,0.11767,-0.11473,-0.41998,-0.45634,-0.4941,0.78277,0.78277,0.63608,"GALAXY"
"5121",0.69069,-0.64223,-0.0074,0.49471,0.93229,1.11218,0.92909,0.92909,0.96619,"QSO"
"5122",1.38438,-0.39597,0.17612,0.69732,0.9207,1.00998,1.87205,1.87208,1.58991,"QSO"
"5123",-0.69937,-0.71104,-1.00979,-1.07435,-1.05307,-1.05776,-1.55509,-1.55506,-1.87098,"GALAXY"
"5124",-0.61158,-0.9161,-0.94701,-0.95838,-0.94767,-0.93627,-1.58249,-1.5825,-2.0341,"GALAXY"
"5125",-0.63062,-0.83417,-1.10766,-1.24948,-1.25788,-1.30072,-1.26615,-1.26614,-1.33628,"GALAXY"
"5126",-0.78914,-1.29946,-1.56724,-1.54585,-1.42901,-1.31456,-1.00226,-1.00227,-0.53064,"STAR"
"5127",-0.78906,1.34694,1.85698,1.30113,0.90296,0.68104,2.09325,2.09326,1.55342,"STAR"
"5128",1.94773,0.00868,0.42519,0.84927,1.26072,1.25104,0.86779,0.86778,1.09779,"QSO"
"5129",-0.78919,-2.17068,-2.12447,-1.93069,-1.76613,-1.5787,-0.75435,-0.75433,-0.53008,"STAR"
"5130",-0.14342,0.4148,0.50247,0.29961,0.1637,0.08576,-0.16669,-0.16666,0.01899,"GALAXY"
"5131",4.07176,0.77646,0.55041,0.44786,0.46227,0.46206,1.24882,1.24884,1.42292,"QSO"
"5132",-0.6408,-0.93737,-1.14785,-1.21994,-1.18483,-1.18397,-1.01178,-1.01176,-0.59644,"GALAXY"
"5133",-0.7404,-1.38818,-1.27071,-1.07292,-0.9327,-0.79295,-0.73504,-0.73503,-0.55552,"GALAXY"
"5134",-0.47241,0.19902,-0.12839,-0.3947,-0.38806,-0.4266,1.09881,1.09879,1.06351,"GALAXY"
"5135",-0.12655,0.45154,0.75698,0.43446,0.21518,0.12692,0.4661,0.46607,0.5277,"GALAXY"
"5136",-0.28077,-0.95849,-0.43121,-0.06659,0.15312,0.10227,0.86507,0.86508,1.60263,"QSO"
"5137",0.11987,2.54085,3.16161,1.61215,1.1821,0.3063,1.72985,1.72982,1.45776,"GALAXY"
"5138",2.15449,-0.39963,0.11938,0.53091,0.81975,0.86391,0.88268,0.88269,1.39251,"QSO"
"5139",-0.68904,-1.76951,-2.02814,-2.11139,-2.12231,-2.09466,-1.53172,-1.53169,-1.79246,"GALAXY"
"5140",0.32621,0.66544,0.97129,0.66543,0.23459,-0.04264,0.36174,0.36174,0.33085,"GALAXY"
"5141",0.17051,0.46495,1.09589,0.67857,0.30156,0.11559,0.42541,0.42542,0.41601,"GALAXY"
"5142",-0.33975,-0.05558,-0.09749,-0.50847,-0.539,-0.58371,0.66826,0.66828,0.63995,"GALAXY"
"5143",0.06915,0.19973,1.00323,0.84092,0.55001,0.43659,0.05081,0.0508,0.20091,"GALAXY"
"5144",0.00798,0.48361,0.73086,0.33212,0.05894,-0.09092,-0.03657,-0.03659,0.08922,"GALAXY"
"5145",-0.4239,-0.32348,-0.27809,-0.62469,-0.73911,-0.81672,-1.08594,-1.08594,-1.23343,"GALAXY"
"5146",-0.45568,-0.59652,-0.66606,-0.9306,-0.97766,-0.98855,0.22695,0.22693,0.40937,"GALAXY"
"5147",1.37255,-0.55789,-0.13422,0.42823,0.65062,0.85048,0.80474,0.80478,0.65875,"QSO"
"5148",-0.06719,1.53466,0.68845,0.64963,0.50473,0.41759,0.33228,0.33227,0.33196,"GALAXY"
"5149",-0.17438,0.45158,0.65104,0.27198,0.15556,0.13546,0.20257,0.20254,0.21639,"GALAXY"
"5150",-0.09799,1.08797,0.85312,0.43856,0.30945,0.29375,-0.12161,-0.12161,0.06489,"GALAXY"
"5151",-0.08073,0.55616,0.28156,-0.01087,-0.28996,-0.44261,0.51789,0.51789,0.4326,"GALAXY"
"5152",-0.76314,-2.00456,-2.35154,-2.47464,-2.50788,-2.49273,-0.89116,-0.89118,-0.77946,"GALAXY"
"5153",-0.75517,-1.54934,-1.68009,-1.70612,-1.6955,-1.67878,-1.57909,-1.57911,-2.00369,"GALAXY"
"5154",-0.76847,-2.73899,-2.92698,-2.92467,-2.91545,-2.75256,-1.01822,-1.01819,-0.97852,"GALAXY"
"5155",-0.46373,1.6251,0.42874,0.24439,0.13101,0.04966,0.27941,0.27943,0.37398,"GALAXY"
"5156",-0.62749,-0.8098,-1.20098,-1.35845,-1.36752,-1.3619,-1.40636,-1.40636,-1.74601,"GALAXY"
"5157",-0.45295,-0.29884,-0.43959,-0.72386,-0.78534,-0.85124,-0.28792,-0.28792,-0.05842,"GALAXY"
"5158",-0.79032,0.20001,0.38867,0.65007,0.89236,1.0471,1.09333,1.09337,1.02923,"STAR"
"5159",-0.1539,2.01605,0.5336,0.27739,0.08578,-0.11674,-0.20355,-0.20358,0.14838,"GALAXY"
"5160",-0.78916,-1.14019,-1.28763,-1.22242,-1.10521,-0.99035,-0.91286,-0.91285,-0.8425,"STAR"
"5161",-0.55412,-1.0638,-0.87612,-0.82431,-0.79006,-0.68231,-1.26988,-1.26986,-1.36559,"GALAXY"
"5162",0.7433,-0.62701,-0.00073,0.41754,0.72777,0.9826,1.1113,1.11132,1.44338,"QSO"
"5163",-0.78966,0.80072,0.59728,1.13494,1.51618,1.80316,0.77773,0.77769,0.87219,"STAR"
"5164",-0.79025,1.24041,0.04269,0.10249,0.26141,0.37581,0.4671,0.46708,0.54319,"STAR"
"5165",-0.14764,0.76105,0.45187,0.15066,0.01159,-0.10399,-0.07993,-0.07995,0.06765,"GALAXY"
"5166",-0.78941,-2.94628,-4.3353,-4.73483,-4.84578,-4.52445,-0.72387,-0.72385,-0.41231,"STAR"
"5167",0.24975,0.7488,1.2074,0.93298,0.70446,0.47755,2.20638,2.2064,1.6159,"GALAXY"
"5168",-0.13917,1.31066,0.7585,0.29691,0.07135,0.04146,-0.19988,-0.19985,0.16829,"GALAXY"
"5169",1.72717,0.04314,0.56489,1.09125,1.26331,1.49884,0.82478,0.82477,0.74943,"QSO"
"5170",-0.78957,-1.13902,-0.99417,-0.72158,-0.50166,-0.33831,0.50228,0.50231,0.43094,"STAR"
"5171",-0.68705,-0.82202,-1.02296,-1.09452,-1.09074,-1.08522,-0.93725,-0.93724,-1.00894,"GALAXY"
"5172",0.36717,0.40105,0.97573,1.17647,1.23017,1.22364,1.4148,1.41481,1.17631,"GALAXY"
"5173",0.13123,1.38733,0.8833,0.35227,0.05646,-0.04181,0.66999,0.66997,0.59627,"GALAXY"
"5174",-0.45606,1.13457,0.13613,0.02669,-0.06051,0.37292,-0.30383,-0.30384,-0.0739,"GALAXY"
"5175",-0.63645,-0.94116,-1.09264,-1.01051,-0.94757,-0.88644,-1.28612,-1.28612,-1.55248,"GALAXY"
"5176",0.34137,0.40495,1.10537,1.55982,1.54929,1.44254,1.43514,1.43514,1.19456,"GALAXY"
"5177",-0.57157,-0.9351,-1.39376,-1.63765,-1.67924,-1.6964,-1.02431,-1.02429,-1.17261,"GALAXY"
"5178",0.37138,0.32263,0.82998,1.44619,1.13986,1.09498,1.50589,1.50593,1.22773,"GALAXY"
"5179",-0.78874,-0.42456,-0.27824,1.38981,1.78374,0.34229,1.73152,1.73151,1.45997,"STAR"
"5180",-0.78924,-1.3102,-1.50261,-1.44283,-1.32745,-1.2198,-0.77401,-0.77398,-0.61966,"STAR"
"5181",2.8532,0.25822,0.52539,1.04448,1.37733,1.6731,1.22616,1.22615,1.57001,"QSO"
"5182",-0.63588,-0.73511,-1.03172,-1.09798,-1.11387,-1.13853,-1.34573,-1.34573,-1.61165,"GALAXY"
"5183",-0.34624,-0.23905,0.38892,-0.07217,-0.12353,-0.17921,-1.56723,-1.56726,-1.77366,"GALAXY"
"5184",-0.51518,0.81337,1.03361,1.37165,1.50342,1.82411,1.29285,1.29288,1.03088,"GALAXY"
"5185",2.83428,-0.38091,-0.04318,0.40141,0.66564,0.80345,0.39425,0.39426,0.5277,"QSO"
"5186",-0.73206,-0.70156,-0.8331,-0.79312,-0.7255,-0.7216,-1.21333,-1.2133,-1.27269,"GALAXY"
"5187",-0.78984,-0.86746,-0.63987,-0.29635,-0.02921,0.15413,0.09346,0.09348,0.21418,"STAR"
"5188",0.29299,0.55063,1.60871,1.17434,0.85799,0.55729,1.35828,1.35825,1.35436,"GALAXY"
"5189",-0.15897,1.09239,0.45865,0.03644,-0.11134,-0.20988,-0.13648,-0.13651,0.03171,"GALAXY"
"5190",-0.7441,-2.049,-2.2929,-2.36149,-2.38008,-2.36592,-1.42195,-1.42195,-1.63266,"GALAXY"
"5191",-0.36804,1.43815,1.12707,0.72085,0.72021,0.9055,-0.15105,-0.15108,0.03447,"GALAXY"
"5192",0.02822,1.04202,2.03674,1.08964,0.8221,0.58685,0.92777,0.92774,0.78151,"GALAXY"
"5193",1.74735,0.40475,0.58195,0.72698,0.71799,0.73506,0.1097,0.10974,0.23741,"QSO"
"5194",0.0221,0.22213,0.35649,0.2772,0.1332,0.0894,-0.35298,-0.35295,-0.05068,"GALAXY"
"5195",-0.78955,-0.12727,-0.063,0.33318,0.62774,0.84725,0.9359,0.93587,0.97835,"STAR"
"5196",0.85322,-0.26642,0.49857,0.91208,1.31412,2.1758,1.04901,1.049,1.02923,"QSO"
"5197",-0.78869,-0.46385,-0.72834,-0.67977,-0.63904,-0.43111,0.78378,0.78378,0.63608,"STAR"
"5198",1.3324,0.55754,0.71843,1.15976,1.32181,1.4761,1.50115,1.50119,1.24322,"QSO"
"5199",-0.10521,0.95082,0.94171,0.58405,0.38071,0.3499,-0.52504,-0.52502,-0.22486,"GALAXY"
"5200",-0.66588,-1.41726,-1.7143,-1.85881,-1.92958,-1.97493,-1.50796,-1.50798,-1.87209,"GALAXY"
"5201",1.94504,-0.70192,-0.11911,0.50456,1.25522,1.14466,-0.74856,-0.74858,-0.53506,"QSO"
"5202",0.04931,1.13455,0.92829,1.17131,1.73042,2.29805,1.43543,1.43548,1.37537,"GALAXY"
"5203",0.0222,0.48182,0.9258,0.66107,0.40296,0.33291,0.6473,0.64728,0.5454,"GALAXY"
"5204",0.2255,-0.02059,0.91591,1.05915,1.13507,1.09117,1.41478,1.41481,1.17631,"GALAXY"
"5205",-0.78933,0.66068,1.03031,1.04443,0.65063,0.56357,1.90527,1.90528,1.549,"STAR"
"5206",-0.71831,-0.9863,-1.0815,-1.01835,-0.93949,-0.85385,-1.58184,-1.58182,-2.03908,"GALAXY"
"5207",-0.60797,-0.48049,-0.95862,-1.15916,-1.18344,-1.24052,-1.59942,-1.59943,-2.08939,"GALAXY"
"5208",1.30766,-1.20091,-0.71177,-0.31822,-0.12851,0.04043,-1.51915,-1.51916,-1.90803,"QSO"
"5209",-0.79111,-1.23029,-1.10885,-0.82901,-0.62028,-0.44602,0.33903,0.33905,0.55811,"STAR"
"5210",-0.68348,-2.19308,-2.22724,-2.14507,-2.14377,-2.04832,-1.07815,-1.07815,-1.23399,"GALAXY"
"5211",0.85053,0.34673,1.19688,1.35899,1.56404,1.10265,1.80634,1.80637,1.40523,"GALAXY"
"5212",-0.78934,-1.77355,-1.95477,-1.85455,-1.73636,-1.5737,-1.40805,-1.40806,-1.74601,"STAR"
"5213",-0.29197,-0.87397,-0.72131,-0.64488,-0.47267,-0.65634,-1.60146,-1.60147,-2.05566,"QSO"
"5214",-0.36756,0.17081,-0.15513,-0.47205,-0.53473,-0.59017,0.00983,0.00981,0.26339,"GALAXY"
"5215",0.69172,0.42067,0.91589,1.40905,1.53264,2.59301,0.7147,0.71468,0.5736,"GALAXY"
"5216",-0.76042,-1.70249,-1.90817,-1.98557,-1.98369,-1.98876,-1.51846,-1.51848,-1.9036,"GALAXY"
"5217",0.97746,-0.17664,0.44665,0.86022,1.13499,1.14019,0.83221,0.83222,0.75109,"QSO"
"5218",-0.78986,0.09438,0.4042,0.37623,-0.17949,0.5422,1.95807,1.95812,1.47379,"STAR"
"5219",-0.58075,-0.77949,-1.17104,-1.3867,-1.40833,-1.41974,-0.9877,-0.98771,-0.99345,"GALAXY"
"5220",-0.03399,1.58188,0.69246,0.3803,0.1837,-0.00861,0.10533,0.10533,0.23464,"GALAXY"
"5221",-0.62847,-1.18623,-1.17565,-1.03786,-0.96861,-0.9011,-1.40673,-1.4067,-1.73993,"GALAXY"
"5222",2.06008,-0.42202,0.14631,0.68235,1.1217,1.50615,0.72757,0.72756,0.77542,"QSO"
"5223",3.49838,0.93475,0.5407,0.82635,1.09107,1.09535,0.08536,0.08535,0.20146,"QSO"
"5224",0.07986,0.73009,0.98943,0.80185,0.40563,0.37583,-0.08871,-0.08875,0.04885,"GALAXY"
"5225",0.92694,1.5029,0.54094,1.03898,1.30885,1.50563,-0.36137,-0.36142,0.05106,"QSO"
"5226",-0.60731,-1.14909,-1.28584,-1.34219,-1.34294,-1.3625,-1.62822,-1.62822,-1.77974,"GALAXY"
"5227",0.01032,0.67715,0.79386,0.44639,0.09772,-0.08966,-0.43969,-0.43966,-0.00755,"GALAXY"
"5228",-0.06139,1.5864,0.96129,0.59422,0.36577,0.3644,-0.17006,-0.17005,0.01457,"GALAXY"
"5229",1.74743,-0.315,0.37576,1.11258,1.07907,1.27014,-0.73743,-0.7374,-0.56824,"QSO"
"5230",-0.78999,-0.35869,0.0066,0.39815,0.7019,0.72161,-0.3743,-0.37429,-0.14136,"STAR"
"5231",-0.78946,0.94523,0.4982,0.35238,0.42382,0.46565,-1.26548,-1.26546,-1.35176,"STAR"
"5232",1.82188,-1.04493,-0.42706,-0.00703,0.04233,0.27764,0.0061,0.00609,0.19759,"QSO"
"5233",0.00979,1.10204,1.09619,0.76649,0.53372,0.44356,-0.1785,-0.17851,0.01789,"GALAXY"
"5234",-0.00105,0.85212,0.98201,0.64144,0.32752,0.23457,-0.38137,-0.38141,0.02563,"GALAXY"
"5235",-0.40886,-0.3081,-0.50812,-0.82082,-0.87814,-0.91215,-0.11587,-0.11585,0.16608,"GALAXY"
"5236",0.87949,-0.58795,0.14949,0.57058,0.91377,1.08685,0.8681,0.86812,1.34219,"QSO"
"5237",-0.78878,1.19852,0.09544,0.17407,0.5226,0.36723,-1.19976,-1.19975,-1.43194,"STAR"
"5238",-0.78961,-0.04206,0.24758,0.78853,1.10613,1.7703,0.33259,0.33261,0.32754,"STAR"
"5239",1.65856,-0.89616,-0.32854,0.14846,0.25245,0.38368,1.14654,1.14655,1.44006,"QSO"
"5240",-0.60951,-0.87345,-1.05375,-1.04791,-1.0043,-0.9894,-0.8939,-0.89389,-0.78499,"GALAXY"
"5241",-0.11671,0.18936,0.52061,0.36646,0.27022,0.143,0.53314,0.53313,0.442,"GALAXY"
"5242",-0.78859,-0.81231,-0.14614,0.55561,1.03746,1.24679,-0.86614,-0.86611,-0.82757,"STAR"
"5243",-0.13529,0.15272,0.48706,0.18634,0.00511,0.08516,0.11112,0.11109,0.22082,"GALAXY"
"5244",-0.75881,-1.71995,-1.69063,-1.5178,-1.39985,-1.2256,-1.02701,-1.027,-1.1704,"GALAXY"
"5245",-0.71573,-1.83308,-2.26302,-2.41852,-2.46824,-2.46655,-1.57335,-1.57335,-2.00922,"GALAXY"
"5246",2.0373,-0.17551,0.28436,0.78622,0.99679,0.82205,1.06388,1.0639,0.77487,"QSO"
"5247",-0.78959,-1.2292,-1.39761,-1.30129,-1.17544,-1.03977,-1.22583,-1.22583,-1.46622,"STAR"
"5248",0.80589,0.24528,1.44777,1.24632,0.95429,0.59756,0.85561,0.85559,0.96177,"QSO"
"5249",-0.23223,1.68013,0.45846,0.00509,-0.14894,-0.21471,0.33873,0.33871,0.37675,"GALAXY"
"5250",-0.58668,-0.85349,-1.19498,-1.38299,-1.42732,-1.45145,-0.86815,-0.86814,-0.83199,"GALAXY"
"5251",-0.58423,-0.69224,-1.07513,-1.24726,-1.25327,-1.2486,-1.34438,-1.34438,-1.58013,"GALAXY"
"5252",1.51598,-0.71352,-0.09276,0.45669,0.97779,1.49324,-1.28918,-1.28917,-1.56078,"QSO"
"5253",0.38708,0.68154,1.764,1.04741,0.67974,0.3658,1.07169,1.07169,0.99605,"GALAXY"
"5254",-0.78939,-1.20258,-1.53709,-1.68984,-1.74964,-1.744,-1.00193,-1.00194,-1.1245,"STAR"
"5255",-0.68928,-0.63731,-0.53146,-0.31937,-0.17864,-0.10884,-1.38874,-1.38875,-1.49885,"GALAXY"
"5256",-0.78926,-0.10598,0.34939,0.23408,0.11201,0.07844,-0.35802,-0.35803,-0.06506,"STAR"
"5257",-0.78933,-2.39284,-2.53454,-2.481,-2.38905,-2.22179,-0.83564,-0.83563,-0.81485,"STAR"
"5258",-0.6938,-1.22192,-1.45925,-1.53846,-1.59137,-1.57808,-1.19502,-1.195,-1.35287,"GALAXY"
"5259",-0.10126,1.06026,0.5223,0.17228,0.01948,-0.03521,0.51617,0.5162,0.42983,"GALAXY"
"5260",0.39055,-0.03257,1.0801,1.33165,1.09878,1.07552,1.43783,1.43785,1.1929,"GALAXY"
"5261",-0.3933,1.01311,2.88935,1.67497,1.47204,-0.11191,1.02565,1.02563,0.9872,"GALAXY"
"5262",-0.78932,-1.56157,-1.86167,-1.90677,-1.85085,-1.75434,0.71671,0.71672,0.55811,"STAR"
"5263",1.55962,0.03001,0.43641,0.98948,1.34928,1.37934,1.15096,1.15095,1.34385,"GALAXY"
"5264",2.26956,-0.59756,-0.09279,0.41283,0.7569,0.89137,-0.30351,-0.3035,-0.07667,"QSO"
"5265",-0.78916,1.36591,0.24126,-0.04941,-0.5212,-0.76195,-1.37349,-1.37351,-1.69514,"STAR"
"5266",0.94214,-0.21336,0.40404,0.78893,1.14917,1.37479,0.76886,0.76888,0.65433,"QSO"
"5267",-0.31529,0.49133,0.28044,-0.13211,-0.1785,-0.21344,0.64968,0.64965,0.54595,"GALAXY"
"5268",-0.16067,2.0222,0.69355,0.26663,0.13147,0.06425,-0.36275,-0.36278,-0.07999,"GALAXY"
"5269",-0.78928,0.88474,0.17729,-0.03593,-0.4967,-0.77133,-1.35725,-1.35725,-1.61441,"STAR"
"5270",0.98286,-1.55609,-1.12619,-0.69604,-0.37607,-0.07989,-1.23193,-1.23193,-1.02774,"QSO"
"5271",-0.77119,-2.4712,-2.99947,-3.23141,-3.35326,-3.30876,-1.44094,-1.44091,-1.74657,"GALAXY"
"5272",0.19914,1.56241,1.62547,0.65147,0.19411,0.15897,-0.22155,-0.22153,-0.00091,"GALAXY"
"5273",-0.67077,-0.64597,-0.88637,-0.93097,-0.89632,-0.9099,-1.1723,-1.17231,-1.3501,"GALAXY"
"5274",-0.62125,-1.15963,-1.40818,-1.44532,-1.40619,-1.37416,-1.17298,-1.17299,-1.17482,"GALAXY"
"5275",-0.56756,-0.75152,-1.07085,-1.29475,-1.31359,-1.34097,0.33943,0.33939,0.33362,"GALAXY"
"5276",-0.05865,0.40213,0.93105,0.64429,0.40512,0.34656,-0.11448,-0.1145,0.03724,"GALAXY"
"5277",0.46745,0.14132,1.14193,1.54944,0.91384,1.52696,1.41956,1.41956,1.18239,"GALAXY"
"5278",-0.78955,0.50415,0.05502,0.13224,0.28967,0.31091,-0.99346,-0.99347,-0.94645,"STAR"
"5279",-0.78934,-0.70284,-0.55576,-0.23873,0.05088,0.21051,-0.63679,-0.6368,-0.38742,"STAR"
"5280",-0.42903,0.40093,0.21197,-0.03579,-0.01692,-0.0476,1.04661,1.04663,1.01651,"GALAXY"
"5281",1.3714,-0.94862,-0.49963,-0.09836,0.06762,0.24051,0.93515,0.93519,0.98112,"QSO"
"5282",1.29041,-0.36938,0.13941,0.66953,0.88216,1.12178,1.14928,1.14926,1.34219,"QSO"
"5283",0.29423,0.02116,0.57843,0.9114,0.67018,0.42849,0.86779,0.86778,1.09779,"GALAXY"
"5284",-0.68798,-1.7586,-1.71562,-1.49347,-1.38808,-1.22414,-1.34508,-1.34506,-1.56907,"GALAXY"
"5285",-0.29152,0.94066,0.6067,0.43959,0.34303,0.40637,-0.462,-0.46202,-0.19279,"GALAXY"
"5286",-0.68961,-1.19452,-1.43085,-1.57265,-1.63675,-1.63622,-1.41888,-1.4189,-1.74767,"GALAXY"
"5287",-0.60168,-1.25351,-1.34017,-1.41754,-1.40193,-1.39075,-0.84175,-0.84172,-0.59754,"GALAXY"
"5288",-0.32121,0.24073,0.30861,-0.06609,-0.19278,-0.22004,-0.50064,-0.50063,-0.22541,"GALAXY"
"5289",-0.45074,-0.36157,-0.7327,-1.00871,-1.03402,-1.02806,0.30011,0.30009,0.26561,"GALAXY"
"5290",-0.66509,-1.49238,-1.81715,-1.92263,-1.92425,-1.89048,-1.11539,-1.11541,-0.80213,"GALAXY"
"5291",-0.79019,-0.90465,-0.69371,-0.38905,-0.15679,0.02592,-0.61342,-0.61343,-0.35701,"STAR"
"5292",0.18114,-1.61271,-1.22263,-0.78411,-0.50967,-0.38008,-1.32642,-1.32643,-1.56907,"QSO"
"5293",-0.33214,-0.0259,-0.24604,-0.67065,-0.73763,-0.77458,-1.05276,-1.05274,-0.97852,"GALAXY"
"5294",2.36684,0.04187,0.27828,0.74502,1.05761,1.09139,1.11367,1.11369,1.45831,"QSO"
"5295",0.12304,0.74556,0.81652,0.65049,0.33543,0.26743,0.05517,0.0552,0.2175,"GALAXY"
"5296",-0.78922,1.13457,0.68763,0.82746,0.51389,2.29782,1.22445,1.22445,1.55563,"STAR"
"5297",0.00087,0.75072,0.58079,0.64754,0.45075,0.37763,-0.05792,-0.05793,0.0682,"GALAXY"
"5298",2.01471,-0.92008,-0.6308,-0.37821,-0.16803,-0.07756,0.49179,0.49181,0.52383,"QSO"
"5299",1.01159,-0.76969,-0.16157,0.18207,0.4641,0.60213,-1.4985,-1.4985,-1.88591,"QSO"
"5300",0.27185,0.02422,0.78145,1.259,1.1304,1.05074,1.49609,1.49611,1.22663,"GALAXY"
"5301",-0.65969,-0.89773,-1.42352,-1.57147,-1.59125,-1.61889,0.6852,0.68522,0.55867,"GALAXY"
"5302",0.09501,1.61146,0.95195,0.58989,0.28538,0.23305,-0.14361,-0.14363,0.25178,"GALAXY"
"5303",-0.13901,0.07584,0.20373,0.17551,0.09278,0.00622,-0.14294,-0.14295,0.03558,"GALAXY"
"5304",-0.09671,0.63427,0.53487,0.25279,0.02781,-0.04913,-0.46198,-0.46202,-0.19279,"GALAXY"
"5305",-0.09079,0.70985,1.10724,0.87825,0.49598,0.54818,0.46712,0.46708,0.54319,"GALAXY"
"5306",-0.04441,2.23646,0.67966,0.25558,0.03741,-0.14729,-0.35299,-0.35295,-0.05068,"GALAXY"
"5307",-0.5855,-0.79114,-1.00191,-1.07879,-1.07237,-1.06968,-1.33289,-1.33286,-1.61275,"GALAXY"
"5308",-0.78943,0.04585,-0.32775,-0.27876,-0.11428,0.03267,0.67879,0.67878,0.53987,"STAR"
"5309",-0.78912,-0.6454,-0.75042,-0.65062,-0.51859,-0.41539,-0.95485,-0.95485,-0.53119,"STAR"
"5310",0.0458,0.26411,0.913,0.81486,0.55485,0.51208,-0.27571,-0.27573,0.16331,"GALAXY"
"5311",-0.74271,-0.96331,-1.15089,-1.12255,-1.06735,-1.02127,-1.38299,-1.38299,-1.69901,"GALAXY"
"5312",-0.65344,-0.99477,-1.42262,-1.62207,-1.6821,-1.74336,-0.00511,-0.00509,0.13953,"GALAXY"
"5313",-0.53049,-0.8012,-0.29296,0.04551,0.32879,0.46993,-1.3715,-1.37148,-1.47065,"GALAXY"
"5314",-0.01196,-0.17789,0.82299,0.38477,0.11749,0.08879,-0.22831,-0.22831,0.15446,"GALAXY"
"5315",0.52322,-0.9865,-0.45384,-0.0569,0.24206,0.4305,0.52534,0.52534,0.45527,"QSO"
"5316",-0.78912,-1.54308,-1.47566,-1.27467,-1.10462,-0.93724,-0.77299,-0.77296,-0.62077,"STAR"
"5317",-0.29203,0.7862,-0.01435,-0.43883,-0.47396,-0.51016,-0.79636,-0.79633,-0.57985,"GALAXY"
"5318",-0.79008,-1.25909,-1.15723,-0.93669,-0.75527,-0.61355,-1.51035,-1.51035,-1.49553,"STAR"
"5319",-0.36979,-0.12661,-0.18452,-0.53693,-0.5631,-0.60438,0.0159,0.01591,0.42209,"GALAXY"
"5320",-0.06875,1.08915,0.87906,0.64478,0.49906,0.3972,0.11889,0.11888,0.23464,"GALAXY"
"5321",0.07114,0.6811,1.00108,0.95486,0.61581,0.40702,1.14827,1.14824,1.27639,"GALAXY"
"5322",-0.19452,0.82531,0.44198,-0.01018,-0.12616,-0.10252,0.05249,0.05249,0.18653,"GALAXY"
"5323",-0.14347,0.76507,0.70247,0.46484,0.32434,0.26834,-0.05791,-0.05793,0.0682,"GALAXY"
"5324",-0.71911,-1.27077,-1.58099,-1.65553,-1.65271,-1.62575,-1.20044,-1.20042,-1.43636,"GALAXY"
"5325",2.32683,-0.49006,-0.23176,0.18379,0.4396,0.60635,0.07455,0.07451,0.20312,"QSO"
"5326",-0.53216,-0.74773,-1.05113,-1.30321,-1.33362,-1.36566,-0.80041,-0.8004,-0.58317,"GALAXY"
"5327",0.41305,0.40678,1.8212,1.16169,0.83379,0.64707,1.13812,1.13808,1.42237,"GALAXY"
"5328",-0.78942,0.29255,0.24963,0.21424,0.31728,0.35419,0.72556,0.72552,0.81966,"STAR"
"5329",0.0635,1.37987,1.79449,1.22785,0.98463,0.5882,1.25255,1.25257,1.01651,"GALAXY"
"5330",-0.78999,0.21145,0.45796,1.05151,1.49995,1.58276,0.28825,0.28824,0.26726,"STAR"
"5331",0.92184,-0.30474,0.40042,0.77734,1.14406,1.07236,1.3681,1.36807,1.37758,"QSO"
"5332",-0.78905,-0.21172,-0.67704,-0.98499,-1.25429,-1.3612,-0.64357,-0.64357,-0.39019,"STAR"
"5333",2.39901,-0.1521,0.18754,0.59757,0.99723,1.04142,-0.14125,-0.14125,0.05659,"QSO"
"5334",0.66294,0.61716,1.08221,1.28109,1.52317,1.06871,1.45848,1.45851,1.37426,"GALAXY"
"5335",2.09781,1.10343,1.01267,1.22829,1.59692,1.62204,1.41851,1.41854,1.35657,"QSO"
"5336",-0.78992,-0.21722,-0.28866,-0.14479,0.02654,0.13184,-1.3779,-1.37791,-1.6581,"STAR"
"5337",-0.35402,1.35661,0.58658,-0.04782,-0.15138,0.02577,0.46672,0.46674,0.52383,"GALAXY"
"5338",-0.28253,0.4498,0.04806,-0.37088,-0.47564,-0.5041,-1.55642,-1.55642,-1.98821,"GALAXY"
"5339",-0.06142,0.39975,0.62603,0.42432,0.18444,0.07181,0.0965,0.09653,0.21971,"GALAXY"
"5340",0.30095,0.45124,0.89655,0.89993,0.67915,0.39636,1.04117,1.04121,1.0143,"GALAXY"
