"","u","g","z","redshift","MJD","cam_col","fieldbin","runbin","class"
"4611",-1.44949,-1.46636,-0.84825,-0.78909,1.26146,"5","(-1.18,-0.774]","(-0.327,0.048]","STAR"
"4612",-0.49875,-0.47896,0.06685,-0.789,-0.43608,"1","(-0.45,-0.06]","(0.8,1.9]","STAR"
"4613",1.01066,1.55485,1.79902,0.39953,1.21557,"2","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"4614",1.13802,0.8272,0.60709,-0.30259,-0.19279,"4","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"4615",-0.59087,0.09064,1.00229,1.10281,0.81524,"4","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"4616",0.94115,1.17585,0.4395,-0.13967,0.13179,"3","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"4617",0.24564,0.27027,-0.38872,-0.2159,0.4138,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"4618",-0.25592,0.02431,-0.66418,-0.33067,0.33417,"1","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"4619",-0.96316,-1.24427,-1.33697,-0.63,-0.78168,"1","(0.58,5.4]","(0.048,0.8]","GALAXY"
"4620",1.30437,1.5717,0.64276,-0.78927,1.58991,"5","(-0.06,0.58]","(-0.327,0.048]","STAR"
"4621",0.33051,0.85072,0.8948,0.47203,1.37979,"5","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"4622",0.63348,0.78956,-0.27287,-0.78883,-1.64206,"6","(-0.45,-0.06]","(-2.23,-0.831]","STAR"
"4623",-1.0837,-0.90116,-0.52576,-0.58388,-1.00672,"2","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"4624",1.14065,0.67189,1.86507,4.53816,-0.01419,"3","(-1.18,-0.774]","(-2.23,-0.831]","QSO"
"4625",-1.43633,-1.71046,-1.58526,-0.78904,-0.76177,"2","(-1.18,-0.774]","(0.048,0.8]","STAR"
"4626",0.40192,0.80962,0.45249,-0.14232,-0.02911,"5","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"4627",1.48557,0.80553,0.35705,-0.15057,0.12239,"5","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4628",0.53473,0.31718,-0.20488,0.65216,0.54042,"4","(-1.18,-0.774]","(0.8,1.9]","QSO"
"4629",0.78014,0.62361,0.99493,-0.78981,1.57111,"5","(-0.45,-0.06]","(-0.831,-0.327]","STAR"
"4630",-0.6667,-0.962,-0.89495,-0.57474,-1.1715,"4","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"4631",0.36026,0.70578,1.64322,0.3438,0.134,"3","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4632",0.41316,0.83082,0.204,0.02563,0.21805,"3","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"4633",-1.17979,-0.69741,0.09085,0.56478,-1.79689,"4","(-1.18,-0.774]","(-2.23,-0.831]","QSO"
"4634",0.64166,0.35915,1.7469,1.13235,0.12958,"1","(-0.774,-0.45]","(0.8,1.9]","QSO"
"4635",0.67087,1.21178,2.2677,-0.7887,0.95015,"3","(0.58,5.4]","(-2.23,-0.831]","STAR"
"4636",-1.28,-1.20945,-0.72656,-0.78946,-0.41784,"3","(-0.45,-0.06]","(-2.23,-0.831]","STAR"
"4637",1.19115,1.09269,0.38089,-0.0595,0.37841,"5","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"4638",-1.31526,-1.22486,-0.67368,-0.78967,0.24736,"4","(-0.06,0.58]","(0.048,0.8]","STAR"
"4639",0.10587,1.11096,1.16137,0.49464,1.2305,"3","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"4640",1.06255,0.4987,0.071,-0.02267,-0.1773,"3","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"4641",1.34814,1.57009,1.59802,0.44209,1.24322,"4","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"4642",-0.39523,-0.28064,0.54048,-0.78829,0.06655,"6","(0.58,5.4]","(-0.831,-0.327]","STAR"
"4643",1.42035,0.371,0.01048,-0.19181,0.03945,"3","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"4644",-1.14995,-1.13832,-0.80896,-0.65993,-1.16819,"2","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"4645",-0.84501,-0.82584,-0.558,-0.67971,-1.46401,"1","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"4646",0.73948,0.63727,0.0077,-0.19917,0.34302,"3","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"4647",-0.25724,0.11272,0.71008,0.39212,0.33196,"2","(0.58,5.4]","(-2.23,-0.831]","QSO"
"4648",-2.0773,-1.88739,-1.19807,-0.74844,-0.98848,"5","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"4649",-0.04631,0.02393,-0.04186,-0.51021,-0.0258,"2","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"4650",-1.21751,-0.69571,0.20206,1.50639,-1.75707,"2","(-1.18,-0.774]","(-0.831,-0.327]","QSO"
"4651",0.41217,0.99388,1.51896,0.3502,1.42071,"5","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"4652",0.65389,0.61908,-0.07342,-0.09916,0.5465,"1","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"4653",1.17205,-2.59763,2.34195,-0.78905,-0.79882,"2","(0.58,5.4]","(0.048,0.8]","STAR"
"4654",0.56066,0.03936,-0.46626,-0.3205,0.23741,"2","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"4655",0.89973,0.65989,0.25961,-0.0018,0.46467,"3","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"4656",1.8383,1.4353,-0.03191,0.31462,0.00019,"4","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"4657",-1.04324,-0.82949,-0.36003,-0.57978,-1.50216,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"4658",0.05444,0.61298,1.95528,1.13079,1.42237,"5","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"4659",-0.70606,-0.32953,0.2885,-0.10215,-0.60307,"5","(-1.18,-0.774]","(-2.23,-0.831]","QSO"
"4660",-1.43321,-1.62422,-1.23715,-0.78932,-0.74407,"5","(0.58,5.4]","(-2.23,-0.831]","STAR"
"4661",-0.21056,-0.65148,-1.04433,-0.46576,-0.56271,"2","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"4662",0.56373,-0.17069,0.34932,3.6965,0.13456,"3","(0.58,5.4]","(0.8,1.9]","QSO"
"4663",1.18724,0.24372,-0.25652,-0.19501,0.27777,"6","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"4664",-1.76492,-1.73528,-1.42958,-0.64843,-0.97355,"3","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"4665",-1.24179,-1.25603,-1.14007,-0.62471,-1.37167,"4","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"4666",0.21405,-0.36815,-0.83104,-0.36736,-1.62934,"3","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"4667",0.43729,0.78051,1.37799,1.47379,1.57277,"6","(-0.45,-0.06]","(0.048,0.8]","QSO"
"4668",-1.37406,-1.43475,-1.12732,-0.68159,-0.97908,"4","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"4669",-1.03298,-1.18019,-1.26827,-0.58416,-0.57985,"3","(0.58,5.4]","(0.048,0.8]","GALAXY"
"4670",0.45455,0.91809,1.92196,1.56911,1.35491,"2","(-1.18,-0.774]","(-0.327,0.048]","QSO"
"4671",-1.9385,-2.38807,-2.68147,-0.6812,-2.08387,"1","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"4672",0.41792,1.97978,0.30047,0.80427,1.60318,"2","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4673",0.6317,0.56526,0.23157,-0.1303,0.27722,"1","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"4674",0.53191,0.37572,0.23336,-0.46241,0.64161,"1","(0.58,5.4]","(-0.831,-0.327]","GALAXY"
"4675",0.08812,0.47107,0.00299,2.11596,0.43149,"3","(-0.45,-0.06]","(-0.831,-0.327]","QSO"
"4676",-0.36998,-0.06276,-0.12323,-0.36907,-1.43415,"4","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"4677",-0.23937,0.42935,1.24876,0.81743,1.45499,"5","(0.58,5.4]","(-0.327,0.048]","QSO"
"4678",-0.3282,-0.71076,-1.06571,-0.44946,0.24681,"2","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"4679",-0.67011,-1.08019,-1.37261,-0.57078,-0.94424,"6","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"4680",0.36515,0.55143,0.89786,-0.78919,0.27888,"1","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"4681",-1.3198,-1.65266,-1.75456,-0.69785,-0.76232,"3","(0.58,5.4]","(0.048,0.8]","GALAXY"
"4682",1.53383,0.69073,0.33315,0.05112,0.0013,"5","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"4683",0.69311,-0.29016,-0.77984,-0.44418,0.06986,"2","(0.58,5.4]","(-0.831,-0.327]","GALAXY"
"4684",1.33372,0.93941,0.35587,-0.08661,0.26395,"3","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"4685",1.39931,1.92374,0.65355,0.17849,1.46992,"1","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"4686",0.28674,0.43561,1.25485,2.4177,0.37398,"5","(-0.06,0.58]","(0.8,1.9]","QSO"
"4687",-0.39648,-0.78071,-1.11439,-0.51682,-0.58538,"4","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"4688",-0.78344,-0.40273,0.51505,1.20069,-0.14855,"4","(-0.06,0.58]","(-0.327,0.048]","QSO"
"4689",0.16735,0.16204,1.06707,-0.78867,0.0306,"1","(-0.06,0.58]","(-2.23,-0.831]","STAR"
"4690",0.94508,0.21567,-0.23297,-0.2942,0.34578,"4","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"4691",1.03822,0.58488,-0.04432,-0.09635,0.05383,"1","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"4692",1.50724,1.17991,0.59598,0.48608,0.83791,"4","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"4693",-1.61921,-1.78242,-1.47098,-0.78926,-0.57764,"5","(0.58,5.4]","(-0.327,0.048]","STAR"
"4694",1.96862,0.91553,1.87666,0.40215,1.18294,"2","(-0.06,0.58]","(0.8,1.9]","QSO"
"4695",0.82853,1.06223,0.40057,-0.03052,0.00572,"3","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"4696",0.30697,0.67017,0.35024,0.093,-0.03133,"4","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"4697",-0.05415,0.68806,1.73626,1.95857,1.36376,"6","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"4698",0.72154,1.1131,0.87255,0.96122,-0.17675,"5","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"4699",-1.81433,-2.17973,-2.05024,-0.78906,-1.03769,"5","(-1.18,-0.774]","(0.048,0.8]","STAR"
"4700",-0.2639,0.51235,-0.00268,-0.00438,0.34357,"4","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4701",-0.04241,0.58515,1.68576,1.71037,1.48651,"4","(-0.06,0.58]","(-0.831,-0.327]","QSO"
"4702",0.35594,0.81267,0.16794,-0.02445,0.11852,"1","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"4703",0.61306,1.62427,-0.14257,-0.7893,-2.08939,"6","(0.58,5.4]","(0.048,0.8]","STAR"
"4704",1.36127,0.10898,0.54688,-0.78956,0.54374,"2","(-0.774,-0.45]","(0.8,1.9]","STAR"
"4705",0.99631,0.51518,1.19089,-0.78955,0.37896,"5","(0.58,5.4]","(0.048,0.8]","STAR"
"4706",-0.50059,-0.42409,0.10005,-0.78888,-0.56713,"3","(-1.18,-0.774]","(-0.831,-0.327]","STAR"
"4707",-0.70586,-1.02915,-1.14452,-0.66558,-1.53258,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"4708",1.23957,0.99194,0.18475,-0.07165,0.75773,"6","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4709",-0.19302,0.17424,0.94816,-0.79078,0.07318,"5","(-0.774,-0.45]","(-0.327,0.048]","STAR"
"4710",0.25384,0.72772,2.10988,1.92904,0.0682,"4","(-0.774,-0.45]","(-0.327,0.048]","QSO"
"4711",0.77734,1.25029,0.48264,0.10504,1.02867,"3","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"4712",0.33112,-0.21703,-0.6962,-0.30722,0.24404,"3","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"4713",-0.92193,-1.1578,-1.09468,-0.68467,-1.0117,"4","(-1.18,-0.774]","(0.048,0.8]","GALAXY"
"4714",-1.08643,-1.14672,-0.87643,-0.68268,-1.44576,"5","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"4715",-1.15909,-1.02748,-0.32905,-0.79107,-0.53174,"5","(0.58,5.4]","(0.048,0.8]","STAR"
"4716",1.20175,0.62083,1.29016,0.63942,0.08866,"4","(-0.45,-0.06]","(0.8,1.9]","QSO"
"4717",0.27903,0.33664,-0.16408,-0.27117,-0.04294,"5","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4718",-0.63034,-0.54041,0.03263,-0.78906,-0.40954,"4","(-0.06,0.58]","(0.048,0.8]","STAR"
"4719",0.60651,1.22745,1.74708,0.44851,1.40855,"5","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"4720",0.54651,0.61709,2.50982,-0.7892,0.57304,"5","(0.58,5.4]","(0.8,1.9]","STAR"
"4721",-1.68428,-2.00369,-2.16876,-0.63532,-1.89365,"2","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"4722",-1.59281,-1.60334,-1.26858,-0.72316,-1.40208,"1","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"4723",0.99224,0.65621,1.62084,3.24748,0.05051,"3","(-0.06,0.58]","(0.048,0.8]","QSO"
"4724",-0.63698,0.1359,0.9658,1.02849,0.93467,"3","(-0.45,-0.06]","(0.8,1.9]","QSO"
"4725",1.03807,0.71619,0.03852,-0.04789,0.4431,"2","(0.58,5.4]","(-0.831,-0.327]","GALAXY"
"4726",0.89426,1.41893,1.35357,0.37801,1.37261,"2","(0.58,5.4]","(-0.327,0.048]","GALAXY"
"4727",1.22577,0.75689,0.18022,-0.03197,0.13345,"3","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4728",-1.56709,-1.86067,-1.97227,-0.69966,-1.5641,"5","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"4729",1.31582,1.66062,0.59363,0.27196,1.42735,"2","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"4730",0.84676,0.64131,0.32162,5.06293,-0.1773,"2","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"4731",-1.38909,-1.52941,-1.57447,-0.58044,-1.56797,"4","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"4732",1.0568,1.19269,0.21043,0.04931,0.08922,"5","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"4733",-0.72127,-0.61703,0.22881,-0.78947,-1.29868,"2","(-1.18,-0.774]","(0.8,1.9]","GALAXY"
"4734",0.99979,0.82332,0.27204,-0.08656,0.23519,"2","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"4735",-0.01679,0.10654,1.23653,-0.78869,0.42762,"4","(0.58,5.4]","(0.048,0.8]","STAR"
"4736",0.79864,0.96215,0.32842,0.1137,1.62198,"1","(0.58,5.4]","(0.048,0.8]","GALAXY"
"4737",0.97867,0.85843,1.19055,2.43655,0.7251,"1","(0.58,5.4]","(0.8,1.9]","QSO"
"4738",-1.12363,-1.39524,-1.55639,-0.66503,-1.46899,"4","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"4739",0.48328,0.68551,0.08953,-0.08215,-0.05953,"3","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"4740",0.75669,0.45697,-0.13132,-0.09401,0.16608,"6","(-0.45,-0.06]","(-2.23,-0.831]","GALAXY"
"4741",0.17733,0.6686,0.97746,-0.22419,0.77376,"2","(-0.774,-0.45]","(0.8,1.9]","QSO"
"4742",0.93118,0.52805,0.2321,-0.78919,0.14893,"4","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"4743",1.52815,1.51818,0.46905,0.28797,1.42292,"3","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"4744",-1.28833,-0.90423,-0.20678,1.32248,0.53876,"3","(-0.06,0.58]","(0.8,1.9]","QSO"
"4745",0.5901,0.98569,0.1383,-0.78941,-0.05068,"4","(-0.774,-0.45]","(0.8,1.9]","STAR"
"4746",0.33188,0.54824,1.26681,-0.78871,0.43978,"1","(-0.45,-0.06]","(-0.831,-0.327]","STAR"
"4747",1.3935,0.14943,0.42463,-0.11215,0.19649,"4","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"4748",1.93153,1.32347,0.33314,0.31172,1.58217,"6","(-0.45,-0.06]","(0.048,0.8]","GALAXY"
"4749",-1.52666,-1.79728,-1.94858,-0.65357,-1.54695,"2","(0.58,5.4]","(-0.831,-0.327]","GALAXY"
"4750",-0.08066,0.55817,1.58575,1.54543,1.18516,"6","(-0.45,-0.06]","(-0.327,0.048]","QSO"
"4751",-0.14388,-0.22371,0.48927,3.14643,1.36155,"4","(-0.45,-0.06]","(0.8,1.9]","QSO"
"4752",-1.35815,-1.27015,-0.59519,-0.76065,-1.5923,"4","(-0.774,-0.45]","(-0.831,-0.327]","GALAXY"
"4753",1.08622,1.51886,0.41162,0.34681,0.22911,"4","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"4754",-0.19828,0.06773,0.58018,-0.10964,0.25068,"3","(0.58,5.4]","(0.048,0.8]","QSO"
"4755",-0.01154,0.60005,0.73661,-0.06702,0.12018,"4","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"4756",-0.96587,-1.04281,-1.0228,-0.59447,-1.77753,"1","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"4757",-1.70558,-1.79713,-1.36983,-0.78938,-1.03769,"5","(-1.18,-0.774]","(0.048,0.8]","STAR"
"4758",-0.50753,-0.43092,-0.09105,-0.67281,-1.88591,"4","(-0.06,0.58]","(-0.327,0.048]","GALAXY"
"4759",1.16117,1.75563,0.53155,-0.7895,0.60677,"3","(-0.774,-0.45]","(-0.831,-0.327]","STAR"
"4760",0.2599,0.56706,1.40024,-0.48482,-0.0457,"1","(0.58,5.4]","(0.8,1.9]","QSO"
"4761",1.38859,0.87604,0.60856,0.25366,1.4561,"5","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"4762",0.94944,1.53762,0.54666,0.16886,0.75607,"6","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"4763",0.29677,0.61194,0.15747,-0.15442,0.40882,"1","(-0.06,0.58]","(0.048,0.8]","QSO"
"4764",-0.55488,-0.00415,0.98118,0.46636,1.26367,"5","(-0.774,-0.45]","(-0.831,-0.327]","QSO"
"4765",1.37608,0.69943,0.60313,-0.42196,-0.05676,"2","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"4766",-1.05241,-1.13738,-0.97625,-0.69716,-1.46899,"4","(-1.18,-0.774]","(-0.831,-0.327]","GALAXY"
"4767",0.37118,1.01575,0.27377,0.26149,1.44338,"2","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"4768",1.54872,0.8341,0.04147,-0.05256,0.22856,"3","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"4769",1.29729,0.77909,0.18461,-0.13068,0.34302,"4","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"4770",-1.66427,-2.08697,-2.15253,-0.78976,-0.74407,"3","(0.58,5.4]","(-2.23,-0.831]","STAR"
"4771",-1.32376,-1.19945,-0.57428,-0.78952,0.37398,"6","(0.58,5.4]","(0.8,1.9]","STAR"
"4772",-0.27518,-0.03125,-0.67211,-0.1993,-1.81126,"5","(-0.06,0.58]","(-2.23,-0.831]","GALAXY"
"4773",1.37673,0.71579,0.77118,-0.78919,1.84648,"5","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"4774",-1.1296,-1.14876,-0.7668,-0.73497,-0.84084,"3","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"4775",0.64791,0.83536,1.6234,-0.78902,0.78925,"6","(-0.06,0.58]","(-0.327,0.048]","STAR"
"4776",0.45596,0.08502,-1.08246,-0.78908,1.84648,"1","(-0.45,-0.06]","(-2.23,-0.831]","STAR"
"4777",0.8612,0.95894,0.09353,-0.7893,1.41021,"2","(-1.18,-0.774]","(0.048,0.8]","STAR"
"4778",-1.57563,-1.71459,-1.75337,-0.62211,-1.6299,"3","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"4779",1.32052,0.54454,1.58747,3.6582,0.22911,"2","(-0.06,0.58]","(-0.327,0.048]","QSO"
"4780",0.61923,1.05679,2.40897,0.21729,1.2305,"4","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"4781",0.28843,0.30647,-0.12671,-0.19931,0.49674,"2","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"4782",-0.23462,0.2865,0.99289,1.53411,1.27639,"3","(0.58,5.4]","(-2.23,-0.831]","QSO"
"4783",-0.85903,-0.63273,-0.18441,0.36863,0.62557,"3","(-0.06,0.58]","(-2.23,-0.831]","QSO"
"4784",-1.11215,-1.22692,-1.18687,-0.63084,-1.01281,"3","(-0.06,0.58]","(0.048,0.8]","GALAXY"
"4785",0.23566,0.73663,0.11257,-0.13728,-0.0446,"6","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4786",0.2745,0.97749,0.17678,-0.07002,0.34744,"4","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"4787",-0.74253,-1.17503,-1.428,-0.61239,-0.94314,"3","(-0.774,-0.45]","(-0.327,0.048]","GALAXY"
"4788",1.02455,1.16686,1.96633,-0.78919,0.59019,"1","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4789",0.83109,1.08015,0.52492,-0.78919,0.40937,"4","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"4790",-0.11392,0.42068,-0.14224,-0.10277,0.63663,"6","(-1.18,-0.774]","(-2.23,-0.831]","GALAXY"
"4791",-0.98743,-0.83469,-0.21761,2.83215,-0.14468,"6","(-0.06,0.58]","(-2.23,-0.831]","QSO"
"4792",0.23378,0.54421,1.10667,1.88327,0.03503,"3","(-0.774,-0.45]","(-0.327,0.048]","QSO"
"4793",-0.85634,-1.34689,-1.37373,-0.78916,-0.4018,"6","(-0.774,-0.45]","(-2.23,-0.831]","STAR"
"4794",-1.51145,-1.01262,-0.61622,-0.36363,1.40855,"3","(0.58,5.4]","(0.048,0.8]","QSO"
"4795",1.04955,0.88001,1.67711,0.69369,1.37869,"2","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4796",-1.87299,-2.12366,-1.91305,-0.78922,-0.5804,"6","(0.58,5.4]","(-0.831,-0.327]","STAR"
"4797",-0.06598,0.51912,1.32682,2.1166,1.06738,"2","(-0.45,-0.06]","(-0.831,-0.327]","QSO"
"4798",-1.10027,-1.46439,-1.61487,-0.62245,-1.38549,"6","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"4799",-0.51574,-0.67653,-0.30743,-0.78894,-0.65229,"4","(-0.06,0.58]","(0.8,1.9]","STAR"
"4800",-0.35671,-0.15594,0.68068,3.0339,0.23685,"3","(-1.18,-0.774]","(0.048,0.8]","QSO"
"4801",-0.09441,0.3597,1.18972,2.37225,0.18709,"2","(-0.45,-0.06]","(-0.327,0.048]","QSO"
"4802",0.28158,-0.27099,-0.68941,-0.4011,0.42928,"1","(0.58,5.4]","(0.048,0.8]","GALAXY"
"4803",-0.42573,-0.15027,0.78594,2.43264,0.6394,"6","(-0.774,-0.45]","(-2.23,-0.831]","QSO"
"4804",1.02058,0.76982,0.86617,0.22289,1.19456,"4","(-0.45,-0.06]","(0.8,1.9]","GALAXY"
"4805",1.10165,0.59282,-0.07523,-0.06417,0.27666,"3","(0.58,5.4]","(-0.831,-0.327]","GALAXY"
"4806",0.63636,1.18338,0.68202,0.45147,0.40605,"4","(-0.774,-0.45]","(-2.23,-0.831]","QSO"
"4807",-1.32235,-1.19116,-0.63483,-0.78965,1.44338,"2","(0.58,5.4]","(-2.23,-0.831]","STAR"
"4808",0.26624,0.53255,1.11294,-0.78933,-0.14247,"4","(-0.06,0.58]","(-0.327,0.048]","STAR"
"4809",0.06987,-0.05408,-0.73989,-0.28767,0.13622,"4","(-0.774,-0.45]","(0.048,0.8]","GALAXY"
"4810",-1.1656,-1.58466,-1.83842,-0.638,0.54429,"3","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4811",1.43655,1.275,0.57968,0.58366,1.2128,"5","(-0.45,-0.06]","(-0.327,0.048]","GALAXY"
"4812",0.45011,0.87824,0.18018,0.0246,0.43038,"6","(-0.06,0.58]","(-0.831,-0.327]","GALAXY"
"4813",-0.01721,0.58589,1.5821,1.47796,1.42845,"3","(-1.18,-0.774]","(-0.327,0.048]","QSO"
"4814",0.39186,-0.02842,-0.45101,-0.30497,-1.85937,"1","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4815",-0.29381,-0.11942,0.44223,-0.78982,-0.62021,"3","(-0.45,-0.06]","(-2.23,-0.831]","STAR"
"4816",1.4176,0.37267,-0.11275,-0.26649,0.62557,"6","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"4817",0.46238,1.06973,1.65404,0.36413,1.17631,"1","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4818",-1.19422,-0.68435,0.00651,0.47938,-2.02359,"3","(-0.45,-0.06]","(-2.23,-0.831]","QSO"
"4819",-0.10943,-0.63755,-0.97387,-0.47547,0.55535,"2","(0.58,5.4]","(0.8,1.9]","GALAXY"
"4820",1.01696,1.62652,0.67645,0.14888,1.42016,"3","(-0.45,-0.06]","(-0.831,-0.327]","GALAXY"
"4821",1.54914,1.86213,0.64293,0.19273,0.62668,"2","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"4822",-1.48395,-1.41576,-0.82544,-0.78905,1.06406,"3","(-0.45,-0.06]","(-0.327,0.048]","STAR"
"4823",1.64953,1.60159,0.59564,0.58199,1.15862,"6","(0.58,5.4]","(0.8,1.9]","QSO"
"4824",-0.15011,-0.68851,-0.97158,-0.54574,0.54208,"4","(-0.774,-0.45]","(0.8,1.9]","GALAXY"
"4825",-0.35285,-0.55373,-0.99948,-0.44615,0.16331,"5","(-0.06,0.58]","(0.8,1.9]","GALAXY"
"4826",-2.19422,-2.31438,-2.00784,-0.78937,-0.56105,"2","(-0.45,-0.06]","(0.048,0.8]","STAR"
"4827",0.02015,0.91353,1.19098,0.29503,1.37869,"2","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
"4828",-0.10708,-0.37289,-0.3805,-0.6095,1.58881,"1","(0.58,5.4]","(0.048,0.8]","GALAXY"
"4829",-0.14673,-0.00916,0.79846,3.12371,-1.21795,"6","(-0.774,-0.45]","(-0.831,-0.327]","QSO"
"4830",0.28475,0.47751,0.1841,-0.10582,-0.14357,"3","(-1.18,-0.774]","(-0.327,0.048]","GALAXY"
"4831",-0.94444,-0.36699,0.53526,0.59923,-1.55248,"2","(-0.06,0.58]","(-2.23,-0.831]","QSO"
"4832",1.94491,0.84,0.09922,0.01125,-0.18947,"4","(-0.774,-0.45]","(-2.23,-0.831]","GALAXY"
